facilities,rating,location,Price,review,total reviews,have bar,have restaurant,have swimming pool,have gym,have internet
"restaurant, bar",6.2,Stokol,14500,"['Very', 'GoodFrom']",8,1,1,0,0,0
"restaurant, bar, internet",,Wanderland,9000,,,1,1,0,0,1
"restaurant, bar, swimming pool, internet",From,Wanderland,15000,,1,1,1,1,0,1
"restaurant, bar",7.1,Ubisville,11000,"['Very', 'GoodFrom']",10,1,1,0,0,0
"restaurant, bar",3.6,Machlessvile,3000,['FairFrom'],1,1,1,0,0,0
"restaurant, bar",8.8,Ubisville,12500,['ExcellentFrom'],6,1,1,0,0,0
"restaurant, bar, swimming pool, gym",6.0,Andeman,35000,"['Very', 'GoodFrom']",9,1,1,1,1,0
"restaurant, bar, swimming pool, gym, internet",8.8,Uberlandia,66500,['ExcellentFrom'],8,1,1,1,1,1
"restaurant, bar",7.0,Wanderland,12000,"['Very', 'GoodFrom']",24,1,1,0,0,0
"restaurant, bar, swimming pool",4.9,Stokol,12850,['GoodFrom'],6,1,1,1,0,0
,,Andeman,3040,,,2,2,2,2,2
"restaurant, bar, swimming pool, gym, internet",6.9,Machlessvile,10000,"['Very', 'GoodFrom']",7,1,1,1,1,1
"restaurant, bar",7.7,Willsmian,20000,"['Very', 'GoodFrom']",40,1,1,0,0,0
"restaurant, bar",5.8,Hallerson,6000,['GoodFrom'],43,1,1,0,0,0
"restaurant, bar",7.9,Wanderland,20500,"['Very', 'GoodFrom']",59,1,1,0,0,0
"restaurant, bar",8.1,Andeman,15500,['ExcellentFrom'],18,1,1,0,0,0
"restaurant, internet",7.2,Andeman,20000,"['Very', 'GoodFrom']",30,0,1,0,0,1
"restaurant, bar",7.8,Willsmian,11000,"['Very', 'GoodFrom']",2,1,1,0,0,0
"bar, swimming pool, gym, internet",9.6,Hallerson,55000,['ExcellentFrom'],3,1,0,1,1,1
"restaurant, bar",8.5,Uberlandia,8000,['ExcellentFrom'],3,1,1,0,0,0
"bar, internet",6.7,Willsmian,35000,"['Very', 'GoodFrom']",10,1,0,0,0,1
,6.3,Uberlandia,35000,"['Very', 'GoodFrom']",46,2,2,2,2,2
swimming pool,8.2,Andeman,30000,['ExcellentFrom'],6,0,0,1,0,0
,6.0,Uberlandia,15000,"['Very', 'GoodFrom']",43,2,2,2,2,2
,,Uberlandia,6000,,,2,2,2,2,2
"restaurant, bar, internet",6.8,Ubisville,8800,"['Very', 'GoodFrom']",21,1,1,0,0,1
"restaurant, bar, swimming pool, internet",7.5,Willsmian,16500,"['Very', 'GoodFrom']",40,1,1,1,0,1
"restaurant, bar",7.6,Willsmian,9000,"['Very', 'GoodFrom']",9,1,1,0,0,0
"restaurant, bar",8.5,Willsmian,10000,['ExcellentFrom'],4,1,1,0,0,0
"bar, swimming pool, internet",8.8,Uberlandia,25000,['ExcellentFrom'],36,1,0,1,0,1
"restaurant, bar, swimming pool, gym",8.6,Andeman,23000,['ExcellentFrom'],6,1,1,1,1,0
"restaurant, bar",8.0,Uberlandia,15000,['ExcellentFrom'],2,1,1,0,0,0
,,Hallerson,2500,,,2,2,2,2,2
"restaurant, bar, internet",10.0,Wanderland,30000,['ExcellentFrom'],1,1,1,0,0,1
restaurant,,Andeman,5405,,,0,1,0,0,0
"restaurant, bar, internet",7.8,Hallerson,9000,"['Very', 'GoodFrom']",12,1,1,0,0,1
"restaurant, bar, internet",6.8,Stokol,18000,"['Very', 'GoodFrom']",4,1,1,0,0,1
,,Uberlandia,2000,,,2,2,2,2,2
,7.0,Stokol,3700,"['Very', 'GoodFrom']",1,2,2,2,2,2
"restaurant, bar",7.5,Andeman,16000,"['Very', 'GoodFrom']",8,1,1,0,0,0
"restaurant, bar, internet",10.0,Andeman,30000,['ExcellentFrom'],1,1,1,0,0,1
"restaurant, swimming pool",,Ubisville,10000,,,0,1,1,0,0
"restaurant, bar",8.4,Stokol,10000,['ExcellentFrom'],6,1,1,0,0,0
"restaurant, bar",6.3,Stokol,11500,"['Very', 'GoodFrom']",34,1,1,0,0,0
"restaurant, bar, swimming pool, internet",10.0,Wanderland,25000,['ExcellentFrom'],2,1,1,1,0,1
"restaurant, bar",,Uberlandia,13000,,,1,1,0,0,0
"restaurant, bar, swimming pool, gym",7.2,Hallerson,19000,"['Very', 'GoodFrom']",38,1,1,1,1,0
"restaurant, swimming pool, internet",5.0,Machlessvile,15000,['GoodFrom'],2,0,1,1,0,1
"restaurant, bar",5.0,Andeman,3500,['GoodFrom'],4,1,1,0,0,0
,,Machlessvile,12500,,,2,2,2,2,2
"restaurant, bar, internet",8.1,Uberlandia,8000,['ExcellentFrom'],3,1,1,0,0,1
"bar, internet",7.2,Hallerson,15000,"['Very', 'GoodFrom']",25,1,0,0,0,1
"restaurant, bar",5.0,Uberlandia,3500,['GoodFrom'],4,1,1,0,0,0
"restaurant, swimming pool, internet",7.5,Ubisville,20000,"['Very', 'GoodFrom']",154,0,1,1,0,1
restaurant,7.1,Hallerson,20000,"['Very', 'GoodFrom']",68,0,1,0,0,0
"restaurant, internet",7.5,Stokol,10500,"['Very', 'GoodFrom']",4,0,1,0,0,1
"restaurant, bar, internet",8.4,Stokol,14000,['ExcellentFrom'],1,1,1,0,0,1
"restaurant, swimming pool, gym",6.2,Machlessvile,17999,"['Very', 'GoodFrom']",30,0,1,1,1,0
,2.3,Uberlandia,3200,['FairFrom'],2,2,2,2,2,2
internet,8.1,Stokol,21500,['ExcellentFrom'],57,0,0,0,0,1
"restaurant, bar, internet",7.2,Willsmian,56000,"['Very', 'GoodFrom']",2,1,1,0,0,1
"restaurant, bar, internet",8.1,Stokol,30500,['ExcellentFrom'],4,1,1,0,0,1
"restaurant, gym, internet",5.6,Ubisville,13000,['GoodFrom'],4,0,1,0,1,1
"restaurant, bar, swimming pool, gym",6.0,Stokol,35000,"['Very', 'GoodFrom']",9,1,1,1,1,0
"restaurant, bar, internet",6.8,Stokol,8800,"['Very', 'GoodFrom']",21,1,1,0,0,1
swimming pool,,Stokol,20000,,,0,0,1,0,0
"restaurant, bar, internet",7.0,Andeman,6500,"['Very', 'GoodFrom']",7,1,1,0,0,1
,6.4,Stokol,10000,"['Very', 'GoodFrom']",1,2,2,2,2,2
"restaurant, swimming pool, internet",6.4,Ubisville,6000,"['Very', 'GoodFrom']",2,0,1,1,0,1
"restaurant, bar",8.5,Uberlandia,10000,['ExcellentFrom'],4,1,1,0,0,0
restaurant,8.2,Willsmian,4000,['ExcellentFrom'],7,0,1,0,0,0
bar,,Ubisville,5000,,,1,0,0,0,0
"restaurant, swimming pool",8.0,Willsmian,23000,['ExcellentFrom'],34,0,1,1,0,0
restaurant,6.1,Hallerson,5000,"['Very', 'GoodFrom']",24,0,1,0,0,0
bar,9.6,Wanderland,8000,['ExcellentFrom'],2,1,0,0,0,0
"bar, internet",8.8,Wanderland,20000,['ExcellentFrom'],2,1,0,0,0,1
"restaurant, bar",,Wanderland,4500,,,1,1,0,0,0
"restaurant, bar",8.9,Uberlandia,17000,['ExcellentFrom'],5,1,1,0,0,0
,,Uberlandia,1800,,,2,2,2,2,2
"restaurant, swimming pool",8.1,Willsmian,7000,['ExcellentFrom'],3,0,1,1,0,0
bar,,Willsmian,25000,,,1,0,0,0,0
"restaurant, bar",8.4,Stokol,12000,['ExcellentFrom'],3,1,1,0,0,0
"restaurant, bar",8.0,Ubisville,9000,['ExcellentFrom'],4,1,1,0,0,0
"restaurant, bar",4.9,Uberlandia,9000,['GoodFrom'],3,1,1,0,0,0
,3.6,Stokol,2200,['FairFrom'],1,2,2,2,2,2
"bar, swimming pool, gym, internet",6.4,Stokol,14000,"['Very', 'GoodFrom']",40,1,0,1,1,1
,,Uberlandia,1500,,,2,2,2,2,2
"restaurant, bar",7.4,Ubisville,15000,"['Very', 'GoodFrom']",4,1,1,0,0,0
"bar, internet",8.8,Andeman,20000,['ExcellentFrom'],2,1,0,0,0,1
"restaurant, bar, gym, internet",9.4,Andeman,12000,['ExcellentFrom'],5,1,1,0,1,1
bar,,Machlessvile,2500,,,1,0,0,0,0
,,Hallerson,4500,,,2,2,2,2,2
restaurant,,Willsmian,8500,,,0,1,0,0,0
"restaurant, bar, swimming pool, gym",7.2,Stokol,19000,"['Very', 'GoodFrom']",38,1,1,1,1,0
"restaurant, bar",7.3,Wanderland,13000,"['Very', 'GoodFrom']",9,1,1,0,0,0
,8.3,Stokol,35000,['ExcellentFrom'],4,2,2,2,2,2
,,Wanderland,23050,,,2,2,2,2,2
restaurant,,Machlessvile,14000,,,0,1,0,0,0
"restaurant, bar, internet",6.9,Andeman,13975,"['Very', 'GoodFrom']",33,1,1,0,0,1
"restaurant, bar, swimming pool, gym, internet",5.0,Stokol,35000,['GoodFrom'],10,1,1,1,1,1
"restaurant, bar",7.4,Uberlandia,20000,"['Very', 'GoodFrom']",50,1,1,0,0,0
"restaurant, bar",9.6,Uberlandia,9200,['ExcellentFrom'],3,1,1,0,0,0
"restaurant, bar, swimming pool, gym",8.8,Andeman,20000,['ExcellentFrom'],2,1,1,1,1,0
"restaurant, bar",9.2,Ubisville,13350,['ExcellentFrom'],2,1,1,0,0,0
"restaurant, bar",8.0,Andeman,9000,['ExcellentFrom'],3,1,1,0,0,0
"restaurant, bar, swimming pool",7.9,Ubisville,9000,"['Very', 'GoodFrom']",6,1,1,1,0,0
"restaurant, bar, internet",7.4,Stokol,15000,"['Very', 'GoodFrom']",18,1,1,0,0,1
bar,7.9,Uberlandia,15000,"['Very', 'GoodFrom']",3,1,0,0,0,0
"restaurant, bar",8.0,Stokol,7000,['ExcellentFrom'],1,1,1,0,0,0
"bar, internet",7.4,Machlessvile,13000,"['Very', 'GoodFrom']",40,1,0,0,0,1
"restaurant, bar, swimming pool, gym",8.8,Machlessvile,20000,['ExcellentFrom'],2,1,1,1,1,0
"restaurant, internet",7.5,Andeman,10500,"['Very', 'GoodFrom']",4,0,1,0,0,1
"restaurant, bar, internet",,Machlessvile,54450,,,1,1,0,0,1
"restaurant, bar",7.2,Uberlandia,15650,"['Very', 'GoodFrom']",9,1,1,0,0,0
"restaurant, swimming pool",6.0,Stokol,33000,"['Very', 'GoodFrom']",3,0,1,1,0,0
"bar, gym",5.2,Wanderland,7000,['GoodFrom'],1,1,0,0,1,0
restaurant,,Andeman,13160,,,0,1,0,0,0
"restaurant, bar, swimming pool, gym, internet",8.8,Andeman,37250,['ExcellentFrom'],2,1,1,1,1,1
"restaurant, bar",,Stokol,2000,,,1,1,0,0,0
"restaurant, bar, swimming pool, gym, internet",7.2,Willsmian,69569,"['Very', 'GoodFrom']",4,1,1,1,1,1
"restaurant, bar, internet",8.0,Hallerson,19000,['ExcellentFrom'],36,1,1,0,0,1
"bar, swimming pool, gym",8.6,Hallerson,12800,['ExcellentFrom'],4,1,0,1,1,0
,,Uberlandia,7500,,,2,2,2,2,2
,,Andeman,2000,,,2,2,2,2,2
"restaurant, bar, swimming pool, gym",10.0,Stokol,25000,['ExcellentFrom'],1,1,1,1,1,0
,,Hallerson,8000,,,2,2,2,2,2
"restaurant, bar, swimming pool, gym, internet",7.6,Andeman,30000,"['Very', 'GoodFrom']",6,1,1,1,1,1
"restaurant, bar",2.0,Stokol,4500,['FairFrom'],1,1,1,0,0,0
"restaurant, bar, swimming pool, gym, internet",7.2,Uberlandia,25000,"['Very', 'GoodFrom']",6,1,1,1,1,1
restaurant,,Machlessvile,6175,,,0,1,0,0,0
"restaurant, bar, swimming pool, internet",7.9,Machlessvile,50000,"['Very', 'GoodFrom']",24,1,1,1,0,1
"restaurant, bar, internet",5.8,Wanderland,6000,['GoodFrom'],8,1,1,0,0,1
"bar, swimming pool",8.2,Willsmian,30000,['ExcellentFrom'],152,1,0,1,0,0
"restaurant, bar, swimming pool, internet",,Stokol,14000,,,1,1,1,0,1
"restaurant, bar, swimming pool, gym, internet",6.7,Andeman,55537,"['Very', 'GoodFrom']",32,1,1,1,1,1
"restaurant, bar, internet",7.4,Wanderland,10000,"['Very', 'GoodFrom']",26,1,1,0,0,1
,,Andeman,3795,,,2,2,2,2,2
,,Wanderland,1800,,,2,2,2,2,2
"restaurant, bar, swimming pool, internet",5.8,Wanderland,25000,['GoodFrom'],6,1,1,1,0,1
"restaurant, bar, swimming pool, gym",7.2,Andeman,19000,"['Very', 'GoodFrom']",38,1,1,1,1,0
restaurant,7.1,Stokol,20000,"['Very', 'GoodFrom']",68,0,1,0,0,0
"restaurant, bar, swimming pool, gym, internet",6.7,Uberlandia,55537,"['Very', 'GoodFrom']",32,1,1,1,1,1
"restaurant, swimming pool",6.4,Uberlandia,18000,"['Very', 'GoodFrom']",4,0,1,1,0,0
"restaurant, bar",7.2,Stokol,15000,"['Very', 'GoodFrom']",2,1,1,0,0,0
"restaurant, bar, internet",4.4,Stokol,11500,['GoodFrom'],1,1,1,0,0,1
"restaurant, bar",8.8,Stokol,12500,['ExcellentFrom'],6,1,1,0,0,0
"restaurant, bar",,Wanderland,2000,,,1,1,0,0,0
"restaurant, bar, swimming pool, gym, internet",7.6,Wanderland,20000,"['Very', 'GoodFrom']",13,1,1,1,1,1
"restaurant, bar",8.8,Uberlandia,8000,['ExcellentFrom'],1,1,1,0,0,0
,7.0,Andeman,3700,"['Very', 'GoodFrom']",1,2,2,2,2,2
,,Willsmian,17250,,,2,2,2,2,2
"restaurant, bar, internet",7.2,Stokol,9200,"['Very', 'GoodFrom']",39,1,1,0,0,1
"restaurant, bar, swimming pool, gym",7.8,Uberlandia,30000,"['Very', 'GoodFrom']",351,1,1,1,1,0
"restaurant, bar, internet",9.1,Wanderland,8000,['ExcellentFrom'],3,1,1,0,0,1
,,Willsmian,2500,,,2,2,2,2,2
"restaurant, bar, internet",7.9,Willsmian,59000,"['Very', 'GoodFrom']",10,1,1,0,0,1
bar,7.1,Hallerson,8000,"['Very', 'GoodFrom']",3,1,0,0,0,0
"bar, internet",7.4,Stokol,13000,"['Very', 'GoodFrom']",40,1,0,0,0,1
"restaurant, bar, swimming pool, gym",3.7,Machlessvile,45000,['FairFrom'],2,1,1,1,1,0
"restaurant, bar",3.9,Wanderland,7000,['FairFrom'],3,1,1,0,0,0
"restaurant, bar, swimming pool, internet",8.0,Willsmian,6000,['ExcellentFrom'],7,1,1,1,0,1
swimming pool,,Andeman,20000,,,0,0,1,0,0
"restaurant, bar, internet",,Andeman,9000,,,1,1,0,0,1
restaurant,,Hallerson,14000,,,0,1,0,0,0
"restaurant, bar, gym, internet",10.0,Willsmian,13000,['ExcellentFrom'],1,1,1,0,1,1
internet,8.1,Willsmian,21500,['ExcellentFrom'],57,0,0,0,0,1
"bar, swimming pool, internet",7.0,Uberlandia,45000,"['Very', 'GoodFrom']",6,1,0,1,0,1
"restaurant, bar, swimming pool, gym",7.9,Willsmian,24000,"['Very', 'GoodFrom']",5,1,1,1,1,0
"bar, swimming pool, gym",8.6,Wanderland,12800,['ExcellentFrom'],4,1,0,1,1,0
,,Machlessvile,4000,,,2,2,2,2,2
"restaurant, bar, swimming pool, gym",3.7,Wanderland,45000,['FairFrom'],2,1,1,1,1,0
"restaurant, swimming pool, internet",6.4,Machlessvile,6000,"['Very', 'GoodFrom']",2,0,1,1,0,1
"restaurant, bar",7.8,Stokol,7560,"['Very', 'GoodFrom']",10,1,1,0,0,0
"restaurant, bar, gym, internet",,Stokol,10000,,,1,1,0,1,1
"bar, swimming pool, gym, internet",8.2,Ubisville,32000,['ExcellentFrom'],13,1,0,1,1,1
"bar, swimming pool",10.0,Machlessvile,25000,['ExcellentFrom'],1,1,0,1,0,0
"restaurant, bar",8.0,Hallerson,11500,['ExcellentFrom'],6,1,1,0,0,0
"restaurant, bar",9.6,Wanderland,8000,['ExcellentFrom'],1,1,1,0,0,0
"restaurant, bar",8.0,Andeman,7000,['ExcellentFrom'],1,1,1,0,0,0
"bar, swimming pool, internet",7.0,Andeman,45000,"['Very', 'GoodFrom']",6,1,0,1,0,1
"restaurant, bar",7.6,Ubisville,10000,"['Very', 'GoodFrom']",2,1,1,0,0,0
"restaurant, internet",7.1,Hallerson,20000,"['Very', 'GoodFrom']",13,0,1,0,0,1
"restaurant, bar, swimming pool, gym",5.7,Machlessvile,30000,['GoodFrom'],37,1,1,1,1,0
"restaurant, bar, swimming pool, gym",7.2,Hallerson,63000,"['Very', 'GoodFrom']",10,1,1,1,1,0
"bar, swimming pool",10.0,Hallerson,25000,['ExcellentFrom'],1,1,0,1,0,0
,8.3,Machlessvile,35000,['ExcellentFrom'],4,2,2,2,2,2
"bar, internet",7.4,Uberlandia,13000,"['Very', 'GoodFrom']",40,1,0,0,0,1
"restaurant, gym",5.6,Hallerson,15500,['GoodFrom'],1,0,1,0,1,0
"restaurant, bar, swimming pool, internet",10.0,Hallerson,15000,['ExcellentFrom'],1,1,1,1,0,1
"bar, swimming pool, internet",7.0,Hallerson,45000,"['Very', 'GoodFrom']",6,1,0,1,0,1
restaurant,,Stokol,13160,,,0,1,0,0,0
restaurant,,Uberlandia,6175,,,0,1,0,0,0
"restaurant, bar, swimming pool, internet",8.7,Wanderland,60000,['ExcellentFrom'],17,1,1,1,0,1
bar,8.7,Willsmian,27000,['ExcellentFrom'],22,1,0,0,0,0
"restaurant, bar, swimming pool, internet",10.0,Stokol,25000,['ExcellentFrom'],2,1,1,1,0,1
"restaurant, swimming pool, internet",9.1,Wanderland,37200,['ExcellentFrom'],12,0,1,1,0,1
"restaurant, bar",7.2,Hallerson,15650,"['Very', 'GoodFrom']",9,1,1,0,0,0
"restaurant, bar, internet",8.1,Stokol,92000,['ExcellentFrom'],32,1,1,0,0,1
"restaurant, bar",6.5,Stokol,10000,"['Very', 'GoodFrom']",12,1,1,0,0,0
"restaurant, bar, gym",6.9,Willsmian,17200,"['Very', 'GoodFrom']",6,1,1,0,1,0
"restaurant, bar, gym, internet",9.4,Stokol,12000,['ExcellentFrom'],5,1,1,0,1,1
"bar, swimming pool, gym",9.5,Wanderland,14997,['ExcellentFrom'],4,1,0,1,1,0
"restaurant, bar, swimming pool, gym, internet",7.3,Hallerson,28000,"['Very', 'GoodFrom']",23,1,1,1,1,1
"restaurant, bar, internet",,Wanderland,9000,,,1,1,0,0,1
,6.4,Stokol,10000,"['Very', 'GoodFrom']",1,2,2,2,2,2
"restaurant, bar, internet",9.4,Wanderland,12000,['ExcellentFrom'],2,1,1,0,0,1
internet,8.9,Hallerson,18000,['ExcellentFrom'],11,0,0,0,0,1
"restaurant, bar",,Willsmian,3300,,,1,1,0,0,0
"restaurant, bar, swimming pool, internet",7.3,Andeman,14500,"['Very', 'GoodFrom']",1,1,1,1,0,1
"restaurant, bar, internet",9.5,Wanderland,72500,['ExcellentFrom'],6,1,1,0,0,1
"restaurant, bar, swimming pool, internet",7.5,Uberlandia,67000,"['Very', 'GoodFrom']",35,1,1,1,0,1
"swimming pool, gym, internet",7.6,Andeman,27000,"['Very', 'GoodFrom']",2,0,0,1,1,1
"restaurant, bar, gym, internet",5.1,Andeman,9500,['GoodFrom'],4,1,1,0,1,1
"restaurant, bar",6.4,Willsmian,10000,"['Very', 'GoodFrom']",3,1,1,0,0,0
"restaurant, bar",5.8,Wanderland,6000,['GoodFrom'],43,1,1,0,0,0
"restaurant, bar",5.8,Uberlandia,3000,['GoodFrom'],10,1,1,0,0,0
"restaurant, bar, internet",5.6,Machlessvile,5000,['GoodFrom'],50,1,1,0,0,1
"restaurant, bar, internet",8.0,Ubisville,25000,['ExcellentFrom'],1,1,1,0,0,1
"restaurant, bar, swimming pool, gym",7.9,Hallerson,24000,"['Very', 'GoodFrom']",5,1,1,1,1,0
restaurant,6.5,Stokol,5200,"['Very', 'GoodFrom']",2,0,1,0,0,0
"restaurant, bar",7.4,Wanderland,15000,"['Very', 'GoodFrom']",5,1,1,0,0,0
"restaurant, bar",6.0,Stokol,8000,"['Very', 'GoodFrom']",3,1,1,0,0,0
"restaurant, internet",8.3,Andeman,25000,['ExcellentFrom'],6,0,1,0,0,1
"restaurant, internet",,Uberlandia,50000,,,0,1,0,0,1
"restaurant, bar, internet",,Willsmian,20000,,,1,1,0,0,1
"restaurant, bar, swimming pool",7.3,Uberlandia,11000,"['Very', 'GoodFrom']",41,1,1,1,0,0
,7.6,Stokol,11000,"['Very', 'GoodFrom']",1,2,2,2,2,2
"restaurant, internet",8.0,Wanderland,44000,['ExcellentFrom'],7,0,1,0,0,1
"bar, internet",6.7,Machlessvile,35000,"['Very', 'GoodFrom']",10,1,0,0,0,1
restaurant,7.4,Wanderland,10000,"['Very', 'GoodFrom']",12,0,1,0,0,0
"bar, internet",7.2,Uberlandia,15000,"['Very', 'GoodFrom']",25,1,0,0,0,1
,,Willsmian,4500,,,2,2,2,2,2
"restaurant, bar, swimming pool, gym, internet",7.6,Wanderland,30000,"['Very', 'GoodFrom']",6,1,1,1,1,1
"restaurant, internet",7.2,Wanderland,19000,"['Very', 'GoodFrom']",1,0,1,0,0,1
"restaurant, bar",6.1,Ubisville,6000,"['Very', 'GoodFrom']",4,1,1,0,0,0
"restaurant, bar, swimming pool, internet",2.4,Machlessvile,8000,['FairFrom'],4,1,1,1,0,1
"restaurant, bar",7.7,Wanderland,20000,"['Very', 'GoodFrom']",40,1,1,0,0,0
"restaurant, bar, swimming pool, gym, internet",8.3,Stokol,25000,['ExcellentFrom'],6,1,1,1,1,1
"restaurant, bar, swimming pool, internet",7.9,Andeman,50000,"['Very', 'GoodFrom']",24,1,1,1,0,1
restaurant,4.9,Willsmian,6000,['GoodFrom'],4,0,1,0,0,0
"bar, swimming pool, gym, internet",8.2,Wanderland,32000,['ExcellentFrom'],13,1,0,1,1,1
,,Stokol,3500,,,2,2,2,2,2
swimming pool,8.2,Machlessvile,30000,['ExcellentFrom'],6,0,0,1,0,0
,,Hallerson,6000,,,2,2,2,2,2
"restaurant, bar",5.6,Stokol,4000,['GoodFrom'],2,1,1,0,0,0
"bar, swimming pool, gym",6.9,Wanderland,21000,"['Very', 'GoodFrom']",13,1,0,1,1,0
"bar, swimming pool",8.2,Wanderland,30000,['ExcellentFrom'],152,1,0,1,0,0
,8.3,Ubisville,35000,['ExcellentFrom'],4,2,2,2,2,2
,,Andeman,3700,,,2,2,2,2,2
"restaurant, bar, swimming pool, gym, internet",8.7,Hallerson,12500,['ExcellentFrom'],7,1,1,1,1,1
bar,,Wanderland,3500,,,1,0,0,0,0
"restaurant, bar",9.6,Willsmian,12800,['ExcellentFrom'],2,1,1,0,0,0
"restaurant, bar, gym, internet",9.4,Uberlandia,12000,['ExcellentFrom'],5,1,1,0,1,1
"restaurant, bar",5.6,Wanderland,4000,['GoodFrom'],2,1,1,0,0,0
restaurant,,Andeman,2300,,,0,1,0,0,0
,,Stokol,4025,,,2,2,2,2,2
"restaurant, bar",7.6,Stokol,9000,"['Very', 'GoodFrom']",9,1,1,0,0,0
"restaurant, bar, swimming pool, gym",10.0,Andeman,25000,['ExcellentFrom'],1,1,1,1,1,0
"bar, swimming pool, gym, internet",6.9,Wanderland,20000,"['Very', 'GoodFrom']",12,1,0,1,1,1
"bar, swimming pool, gym, internet",6.9,Uberlandia,20000,"['Very', 'GoodFrom']",12,1,0,1,1,1
"restaurant, bar, internet",8.0,Machlessvile,19000,['ExcellentFrom'],36,1,1,0,0,1
"restaurant, bar",,Stokol,2000,,,1,1,0,0,0
"restaurant, bar, internet",2.8,Wanderland,16800,['FairFrom'],5,1,1,0,0,1
"restaurant, swimming pool",8.0,Wanderland,23000,['ExcellentFrom'],34,0,1,1,0,0
"restaurant, bar, internet",6.3,Machlessvile,22000,"['Very', 'GoodFrom']",30,1,1,0,0,1
"restaurant, bar",6.9,Andeman,13500,"['Very', 'GoodFrom']",17,1,1,0,0,0
"restaurant, bar, swimming pool, gym, internet",8.5,Stokol,49900,['ExcellentFrom'],4,1,1,1,1,1
"restaurant, bar, swimming pool, gym, internet",6.7,Stokol,55537,"['Very', 'GoodFrom']",32,1,1,1,1,1
"restaurant, bar",9.2,Machlessvile,13350,['ExcellentFrom'],2,1,1,0,0,0
,,Wanderland,3200,,,2,2,2,2,2
"restaurant, bar, internet",7.9,Uberlandia,59000,"['Very', 'GoodFrom']",10,1,1,0,0,1
,6.0,Wanderland,15000,"['Very', 'GoodFrom']",43,2,2,2,2,2
bar,4.2,Stokol,8000,['GoodFrom'],5,1,0,0,0,0
"swimming pool, gym",,Stokol,16100,,,0,0,1,1,0
"restaurant, bar",,Hallerson,7000,,,1,1,0,0,0
"restaurant, bar",,Willsmian,6000,,,1,1,0,0,0
"restaurant, bar, swimming pool, gym, internet",,Andeman,100000,,,1,1,1,1,1
"bar, swimming pool",10.0,Wanderland,25000,['ExcellentFrom'],1,1,0,1,0,0
"restaurant, bar",8.3,Hallerson,15000,['ExcellentFrom'],11,1,1,0,0,0
"restaurant, bar, internet",8.1,Machlessvile,8000,['ExcellentFrom'],3,1,1,0,0,1
"restaurant, bar",7.4,Wanderland,20000,"['Very', 'GoodFrom']",50,1,1,0,0,0
"swimming pool, gym, internet",7.6,Willsmian,27000,"['Very', 'GoodFrom']",2,0,0,1,1,1
"swimming pool, gym",,Wanderland,16100,,,0,0,1,1,0
"restaurant, bar, internet",,Wanderland,15000,,,1,1,0,0,1
"restaurant, bar, swimming pool",7.3,Wanderland,11000,"['Very', 'GoodFrom']",41,1,1,1,0,0
,5.4,Stokol,3000,['GoodFrom'],2,2,2,2,2,2
"bar, swimming pool, gym, internet",6.4,Hallerson,14000,"['Very', 'GoodFrom']",40,1,0,1,1,1
bar,8.7,Andeman,27000,['ExcellentFrom'],22,1,0,0,0,0
,,Hallerson,3900,,,2,2,2,2,2
"restaurant, bar, gym, internet",8.3,Willsmian,20000,['ExcellentFrom'],18,1,1,0,1,1
"restaurant, bar, swimming pool, gym, internet",7.1,Hallerson,10000,"['Very', 'GoodFrom']",4,1,1,1,1,1
"restaurant, bar",8.3,Willsmian,15000,['ExcellentFrom'],11,1,1,0,0,0
"restaurant, bar, swimming pool, gym, internet",7.7,Stokol,24700,"['Very', 'GoodFrom']",7,1,1,1,1,1
"restaurant, bar",7.3,Ubisville,13500,"['Very', 'GoodFrom']",7,1,1,0,0,0
"restaurant, bar, swimming pool, gym",6.3,Uberlandia,7000,"['Very', 'GoodFrom']",8,1,1,1,1,0
restaurant,7.2,Andeman,5500,"['Very', 'GoodFrom']",3,0,1,0,0,0
"restaurant, bar",7.3,Machlessvile,13500,"['Very', 'GoodFrom']",7,1,1,0,0,0
bar,7.9,Stokol,8400,"['Very', 'GoodFrom']",13,1,0,0,0,0
"restaurant, bar",8.1,Ubisville,82400,['ExcellentFrom'],6,1,1,0,0,0
bar,4.2,Willsmian,8000,['GoodFrom'],5,1,0,0,0,0
internet,5.4,Machlessvile,4000,['GoodFrom'],13,0,0,0,0,1
"restaurant, bar, swimming pool, gym",8.7,Andeman,33000,['ExcellentFrom'],5,1,1,1,1,0
"restaurant, bar, swimming pool, gym",8.5,Andeman,12000,['ExcellentFrom'],6,1,1,1,1,0
"restaurant, bar",8.3,Uberlandia,8000,['ExcellentFrom'],5,1,1,0,0,0
"restaurant, bar",6.6,Stokol,10000,"['Very', 'GoodFrom']",7,1,1,0,0,0
"restaurant, bar, swimming pool, internet",10.0,Uberlandia,25000,['ExcellentFrom'],2,1,1,1,0,1
"restaurant, bar, swimming pool, gym, internet",6.9,Andeman,17000,"['Very', 'GoodFrom']",23,1,1,1,1,1
"restaurant, internet",,Wanderland,14904,,,0,1,0,0,1
,,Andeman,4000,,,2,2,2,2,2
,,Uberlandia,8000,,,2,2,2,2,2
"restaurant, bar",8.9,Hallerson,17000,['ExcellentFrom'],5,1,1,0,0,0
,,Machlessvile,3500,,,2,2,2,2,2
"restaurant, bar",8.1,Stokol,15500,['ExcellentFrom'],18,1,1,0,0,0
"restaurant, bar",9.6,Hallerson,9200,['ExcellentFrom'],3,1,1,0,0,0
